trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9998000066665778}",25,0,-208.83901837969464,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9992001066609779}",20,0,-121.76656172159254,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9982005399352042}",25,0,-98.9450909244925,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.9968017063026194}",20,0,-163.47587185204185,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9950041652780257}",25,0,-155.18228907374063,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9928086358538663}",20,0,-197.99275422667506,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
7,False,"{'a': 0.5, 'e': 0.9902159962126371}",25,0,-184.2221107459609,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
8,False,"{'a': 0.5, 'e': 0.9872272833756269}",35,8,-137.80488122515715,"{0: 16, 1: 1, 2: 6, 3: 3, 4: 1}",1
9,False,"{'a': 0.5, 'e': 0.9838436927881214}",30,0,-141.25412704647758,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9800665778412416}",35,0,-218.50276465566472,"{0: 20, 1: 7, 2: 4, 3: 0, 4: 4}",0
11,False,"{'a': 0.5, 'e': 0.9758974493306055}",20,0,-127.89361637746283,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.9713379748520297}",25,0,-126.27083783915988,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9663899781345132}",25,0,-166.3530597117848,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.9610554383107709}",25,0,-121.00402246719989,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.955336489125606}",30,0,-277.2114374287312,"{0: 13, 1: 1, 2: 11, 3: 1, 4: 4}",0
16,False,"{'a': 0.5, 'e': 0.9492354180824408}",30,0,-146.18026453179607,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
17,False,"{'a': 0.5, 'e': 0.9427546655283462}",30,0,-143.27012492185733,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
18,False,"{'a': 0.5, 'e': 0.9358968236779348}",20,0,-61.43817827702584,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9286646355765102}",25,0,-155.1736856893361,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
