trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,4,-52.889949672794515,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.25}",25,0,-231.87051739108244,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
3,False,"{'a': 0.5, 'e': 0.1111111111111111}",25,3,-96.10613251512245,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
4,False,"{'a': 0.5, 'e': 0.0625}",25,2,19.0229441893979,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
5,False,"{'a': 0.5, 'e': 0.04}",20,0,-93.54125288453811,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.027777777777777776}",20,13,12.69642734490021,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 0.5, 'e': 0.02040816326530612}",20,7,-25.010509173638763,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.015625}",20,0,-10.630383531552509,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.012345679012345678}",25,7,-19.848439330855843,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
10,False,"{'a': 0.5, 'e': 0.01}",25,19,11.34740384300306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.008264462809917356}",20,9,7.893631471362259,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
12,False,"{'a': 0.5, 'e': 0.006944444444444444}",25,2,-60.341501937855256,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
13,False,"{'a': 0.5, 'e': 0.005917159763313609}",20,0,-29.663016293900633,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.00510204081632653}",20,0,-9.024672162701666,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.0044444444444444444}",30,11,24.497202469004833,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.00390625}",30,22,-28.287657575065783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
17,False,"{'a': 0.5, 'e': 0.0034602076124567475}",20,6,15.571419992269288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.0030864197530864196}",20,2,17.451734920468,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 0.002770083102493075}",25,5,5.997021248647041,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.0025}",25,19,10.275923885736841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,16,8.909199949805739,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",35,0,27.373079121587836,"{0: 33, 1: 2, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.0, 'e': 0.0}",20,0,-20.925134596698626,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
4,True,"{'a': 0.0, 'e': 0.0}",20,3,-17.414452508808765,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,True,"{'a': 0.0, 'e': 0.0}",30,21,-66.85053972666535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
6,True,"{'a': 0.0, 'e': 0.0}",35,6,42.42749433766562,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,10,18.48040991225541,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,10,19.0523493687492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,20,8.956894881784994,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,0,35.682256491067974,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
